Time,transforms
1647137346.4413414,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 440975735
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0067982482723891735
    y: -0.006177338305860758
    z: 0.020876683294773102
  rotation: 
    x: 0.006066554198427571
    y: -0.009359070988704869
    z: 0.04706165545665524
    w: 0.9988297178678981]"
1647137346.453887,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 453408082
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006810201797634363
    y: -0.006179375108331442
    z: 0.020891422405838966
  rotation: 
    x: 0.005905680732799207
    y: -0.009258666863996486
    z: 0.047133780287423044
    w: 0.9988282168515268]"
1647137346.4542978,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 453919926
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006802573800086975
    y: -0.006163166835904121
    z: 0.020879438146948814
  rotation: 
    x: 0.005999493438723894
    y: -0.009325004223246077
    z: 0.04712485542493883
    w: 0.9988274617649906]"
1647137346.4626226,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 462225320
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006799221970140934
    y: -0.006157552823424339
    z: 0.02087988331913948
  rotation: 
    x: 0.006001779303024935
    y: -0.009339872683999415
    z: 0.047134488499762525
    w: 0.9988268545735594]"
1647137346.4688423,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 468422648
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006794991437345743
    y: -0.006163646001368761
    z: 0.02087828703224659
  rotation: 
    x: 0.006095420492771067
    y: -0.009288157219980287
    z: 0.04715301782387802
    w: 0.9988258951862302]"
1647137346.4804277,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 479785659
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006797042675316334
    y: -0.006174898706376553
    z: 0.020879849791526794
  rotation: 
    x: 0.006054944657587923
    y: -0.009261212056499357
    z: 0.047161324512844986
    w: 0.9988259993946054]"
1647137346.481302,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 480944967
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006795357447117567
    y: -0.0061734747141599655
    z: 0.020880861207842827
  rotation: 
    x: 0.006052024550314164
    y: -0.009294474325154843
    z: 0.047148651500795696
    w: 0.9988263064254554]"
1647137346.4987864,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 498287446
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006813738029450178
    y: -0.0061866482719779015
    z: 0.02090037241578102
  rotation: 
    x: 0.005906369580152217
    y: -0.00933202921693467
    z: 0.04710231383193572
    w: 0.9988290144267711]"
1647137346.4992454,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 498868457
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006806266959756613
    y: -0.006179988384246826
    z: 0.020878879353404045
  rotation: 
    x: 0.005991542228355869
    y: -0.009319965699881735
    z: 0.0471548026886473
    w: 0.9988261431522873]"
1647137346.5012634,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 500750531
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006805613171309233
    y: -0.006179710850119591
    z: 0.02088409662246704
  rotation: 
    x: 0.006002068517941177
    y: -0.009361909699844868
    z: 0.04717287047399794
    w: 0.9988248345488419]"
1647137346.5160406,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 515580742
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006806420162320137
    y: -0.006174853071570396
    z: 0.020884504541754723
  rotation: 
    x: 0.005991653133419201
    y: -0.009298217575728464
    z: 0.047157545113660965
    w: 0.9988262157059636]"
1647137346.5164883,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 516157763
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006818538997322321
    y: -0.00617837393656373
    z: 0.020892033353447914
  rotation: 
    x: 0.0059600187832644595
    y: -0.009329000399607304
    z: 0.047120522261617455
    w: 0.9988278652047307]"
1647137346.5211651,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 520704246
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006818308960646391
    y: -0.0061760819517076015
    z: 0.02089237980544567
  rotation: 
    x: 0.0059309263373263105
    y: -0.009289068408308015
    z: 0.04706307621394401
    w: 0.9988311189476264]"
1647137346.5420265,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 541572867
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006796575151383877
    y: -0.00616427743807435
    z: 0.020877674221992493
  rotation: 
    x: 0.006076100594161337
    y: -0.009266421895504886
    z: 0.04716763153434335
    w: 0.9988255247851171]"
1647137346.5425332,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 542092658
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006799986120313406
    y: -0.006176031194627285
    z: 0.020882293581962585
  rotation: 
    x: 0.006048468961501971
    y: -0.009284839170083633
    z: 0.04718943009357607
    w: 0.9988244918263923]"
1647137346.5626552,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 562211893
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006802646443247795
    y: -0.006188154686242342
    z: 0.02088245563209057
  rotation: 
    x: 0.005912537779651787
    y: -0.009345861299015795
    z: 0.04713273495165993
    w: 0.998827413555295]"
1647137346.5635219,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 563109667
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006794344633817673
    y: -0.006185282953083515
    z: 0.020872820168733597
  rotation: 
    x: 0.006020817131420746
    y: -0.009315737766179557
    z: 0.04719546560393133
    w: 0.9988240860218429]"
1647137346.5701602,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 569819423
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006813329644501209
    y: -0.006199963390827179
    z: 0.020884498953819275
  rotation: 
    x: 0.0059088906647778595
    y: -0.009269014990966514
    z: 0.047132145912177244
    w: 0.9988281790147504]"
1647137346.5751476,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 574637896
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006806417368352413
    y: -0.006184099707752466
    z: 0.020876528695225716
  rotation: 
    x: 0.005996758476497522
    y: -0.009243081158207022
    z: 0.04715948839933159
    w: 0.9988266050683625]"
1647137346.5884514,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 588009124
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006808134727180004
    y: -0.006174830254167318
    z: 0.020878760144114494
  rotation: 
    x: 0.006058113093981175
    y: -0.009295047122970381
    z: 0.04711104487049964
    w: 0.9988280386612763]"
1647137346.588827,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 588455085
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006813033018261194
    y: -0.0061888196505606174
    z: 0.020900029689073563
  rotation: 
    x: 0.005956029942201935
    y: -0.009181464024814165
    z: 0.047082978892959336
    w: 0.9988310265126198]"
1647137346.5947495,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 594401935
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006805833429098129
    y: -0.006165502592921257
    z: 0.020887339487671852
  rotation: 
    x: 0.006038105558896908
    y: -0.00937144268605758
    z: 0.04712225107024886
    w: 0.9988269173371901]"
1647137346.609487,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 609092952
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006811575032770634
    y: -0.006172351539134979
    z: 0.020895900204777718
  rotation: 
    x: 0.0059544196764886315
    y: -0.009256308817681021
    z: 0.047098904437733666
    w: 0.9988295944925506]"
1647137346.6098866,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 609549545
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006803777534514666
    y: -0.006161384750157595
    z: 0.0208812914788723
  rotation: 
    x: 0.006025952912512228
    y: -0.009313513771862394
    z: 0.047113173959573776
    w: 0.998827960758094]"
1647137346.61563,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 615269055
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006810580845922232
    y: -0.006178941112011671
    z: 0.0208973977714777
  rotation: 
    x: 0.005943046116913679
    y: -0.009239295754810337
    z: 0.047107962340563504
    w: 0.998829392589609]"
1647137346.6210852,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 620645782
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0068094730377197266
    y: -0.006190454121679068
    z: 0.020903009921312332
  rotation: 
    x: 0.0059542842476538495
    y: -0.009205508087162032
    z: 0.047143969896398484
    w: 0.9988279387473915]"
1647137346.6323566,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 631919248
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006797257345169783
    y: -0.006178600247949362
    z: 0.02087625302374363
  rotation: 
    x: 0.0060359687024500825
    y: -0.009320689428798547
    z: 0.04711594464707112
    w: 0.9988277026546716]"
1647137346.6346078,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 634150890
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006802213843911886
    y: -0.00618416303768754
    z: 0.02087412402033806
  rotation: 
    x: 0.006008971437192786
    y: -0.00932228185655722
    z: 0.04714464733208599
    w: 0.9988264962200327]"
1647137346.6411467,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 640684553
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006795629858970642
    y: -0.006183389108628035
    z: 0.02086574025452137
  rotation: 
    x: 0.006062292436620185
    y: -0.009341324591322761
    z: 0.047177016289480206
    w: 0.9988244677616356]"
1647137346.6503916,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 649870869
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006798251066356897
    y: -0.006184176541864872
    z: 0.02087933011353016
  rotation: 
    x: 0.00610155144000447
    y: -0.009258537514275179
    z: 0.04718437771007486
    w: 0.9988246518049275]"
1647137346.6543887,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 653975001
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006801694631576538
    y: -0.006174993235617876
    z: 0.020885180681943893
  rotation: 
    x: 0.005956746177389882
    y: -0.009333764211087746
    z: 0.04717659581869382
    w: 0.998825193328437]"
1647137346.6677015,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 667178159
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006795306224375963
    y: -0.006175215821713209
    z: 0.020885925740003586
  rotation: 
    x: 0.005962692320369056
    y: -0.009245093165430877
    z: 0.04716892262246012
    w: 0.9988263449125135]"
1647137346.6680572,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 667746223
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006808904465287924
    y: -0.006183575838804245
    z: 0.02089616097509861
  rotation: 
    x: 0.005850722997709798
    y: -0.009288614591075833
    z: 0.04712941857549589
    w: 0.9988284680485024]"
1647137346.6744907,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 674036131
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006805694196373224
    y: -0.006165322847664356
    z: 0.020885461941361427
  rotation: 
    x: 0.006051132099732452
    y: -0.009368082678626453
    z: 0.04711699571372085
    w: 0.9988271179449181]"
1647137346.6812053,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 680800282
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006804586388170719
    y: -0.006173913832753897
    z: 0.020887229591608047
  rotation: 
    x: 0.006043311213153538
    y: -0.009280145175471086
    z: 0.04714460674588797
    w: 0.9988266833389458]"
1647137346.687556,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 687177830
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006807873025536537
    y: -0.006166976876556873
    z: 0.02088286355137825
  rotation: 
    x: 0.006058419158310676
    y: -0.009315768310630232
    z: 0.04712416631399842
    w: 0.9988272247827926]"
1647137346.69461,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 694252898
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.00680693332105875
    y: -0.006167651154100895
    z: 0.020880643278360367
  rotation: 
    x: 0.006008097496741946
    y: -0.009352867585666495
    z: 0.04715474369892729
    w: 0.9988257389450289]"
1647137346.720551,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 720027223
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006804465316236019
    y: -0.006178409792482853
    z: 0.020886633545160294
  rotation: 
    x: 0.005923891439778423
    y: -0.009272656403082042
    z: 0.047146100548856616
    w: 0.9988273977802558]"
1647137346.7212248,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 720806019
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006804197560995817
    y: -0.006170822307467461
    z: 0.02087363228201866
  rotation: 
    x: 0.005987412585241788
    y: -0.009302336448152456
    z: 0.04714421788832703
    w: 0.998826831911737]"
1647137346.7216494,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 721333917
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006806050427258015
    y: -0.006180166732519865
    z: 0.020879892632365227
  rotation: 
    x: 0.005968325438867369
    y: -0.009210321326375257
    z: 0.04712824628579367
    w: 0.9988285525927592]"
1647137346.7220602,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 721656503
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0068024019710719585
    y: -0.006173007655888796
    z: 0.02087370865046978
  rotation: 
    x: 0.006106669102014283
    y: -0.009271855494576662
    z: 0.04713676139304667
    w: 0.9988267452434086]"
1647137346.7387953,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 738280947
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006796779576689005
    y: -0.006180030759423971
    z: 0.02087622880935669
  rotation: 
    x: 0.005926448955947119
    y: -0.009283996350263408
    z: 0.047120437853895004
    w: 0.9988284882556154]"
1647137346.7393973,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 738985724
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006813847925513983
    y: -0.006184321362525225
    z: 0.02089068293571472
  rotation: 
    x: 0.005976413264431587
    y: -0.009142868049163144
    z: 0.0471614255097962
    w: 0.9988275578858506]"
1647137346.741127,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 740745729
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006797820795327425
    y: -0.006180072668939829
    z: 0.020888980478048325
  rotation: 
    x: 0.006006444046348728
    y: -0.009356174887954745
    z: 0.04712485285469714
    w: 0.9988271286187651]"
1647137346.7479699,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 747530984
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0068048154935240746
    y: -0.0061731343157589436
    z: 0.02088635042309761
  rotation: 
    x: 0.005993599231552187
    y: -0.009414993477004249
    z: 0.04716155058444155
    w: 0.9988249210009483]"
1647137346.7548923,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 754439625
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006803247611969709
    y: -0.0061785876750946045
    z: 0.020888958126306534
  rotation: 
    x: 0.006046403340063172
    y: -0.009300382092839076
    z: 0.04719528293109097
    w: 0.9988240831941483]"
1647137346.7613413,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 760944340
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006813343148678541
    y: -0.006192701868712902
    z: 0.02089552953839302
  rotation: 
    x: 0.005867367130665438
    y: -0.00932097619036645
    z: 0.04713990155528452
    w: 0.9988275742525187]"
1647137346.7803192,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 779644816
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006809996906667948
    y: -0.006187043618410826
    z: 0.02088732086122036
  rotation: 
    x: 0.005884380629925717
    y: -0.009292640856665434
    z: 0.04718846150417028
    w: 0.9988254452062085]"
1647137346.7806695,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 780267022
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006792057305574417
    y: -0.006179049611091614
    z: 0.020872151479125023
  rotation: 
    x: 0.006133461737011432
    y: -0.009259085951718723
    z: 0.04715009329555275
    w: 0.9988260702828495]"
1647137346.7810042,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 780664189
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006818166468292475
    y: -0.006190580781549215
    z: 0.020879467949271202
  rotation: 
    x: 0.005865958632060367
    y: -0.009323638111797618
    z: 0.047106244575663335
    w: 0.9988291455617747]"
1647137346.787792,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 787395781
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006809337064623833
    y: -0.006172380410134792
    z: 0.020871056243777275
  rotation: 
    x: 0.006022699574866665
    y: -0.009381390070698643
    z: 0.04711861482660187
    w: 0.9988270885128189]"
1647137346.7972717,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 796810158
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006795361638069153
    y: -0.006161645986139774
    z: 0.02087489515542984
  rotation: 
    x: 0.006009004013844819
    y: -0.009184356679572158
    z: 0.04731669225800804
    w: 0.9988196384217247]"
1647137346.8019478,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 801402231
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006816906854510307
    y: -0.006181397009640932
    z: 0.020895419642329216
  rotation: 
    x: 0.005792635075259308
    y: -0.00935082331587986
    z: 0.04711268881210985
    w: 0.9988290154150976]"
1647137346.81819,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 817658882
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0068144965916872025
    y: -0.006183765362948179
    z: 0.020900899544358253
  rotation: 
    x: 0.0059098602770058595
    y: -0.009240869656101781
    z: 0.04710811490463679
    w: 0.9988295677389796]"
1647137346.8185966,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 818218649
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006813553627580404
    y: -0.00618440005928278
    z: 0.020896397531032562
  rotation: 
    x: 0.005841937088940633
    y: -0.009356134847926724
    z: 0.047134154939318565
    w: 0.9988276657912077]"
1647137346.8232698,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 822897914
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006796480156481266
    y: -0.0061761485412716866
    z: 0.02089517191052437
  rotation: 
    x: 0.005999704901658426
    y: -0.009270329150063296
    z: 0.047163207703070704
    w: 0.9988261592377823]"
1647137346.8375945,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 837205143
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0067972829565405846
    y: -0.006167893297970295
    z: 0.020885886624455452
  rotation: 
    x: 0.006028535446352205
    y: -0.009293129877553954
    z: 0.04716115551426733
    w: 0.9988258706641564]"
1647137346.8628101,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 862375900
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006807122845202684
    y: -0.006179514806717634
    z: 0.020889827981591225
  rotation: 
    x: 0.005864653781481168
    y: -0.009309355241169754
    z: 0.047118321423707706
    w: 0.9988287168114607]"
1647137346.8641577,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 863655215
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.00680462596938014
    y: -0.006170743610709906
    z: 0.020876724272966385
  rotation: 
    x: 0.006004012982679559
    y: -0.009352144569571195
    z: 0.047151057825005366
    w: 0.998825944279601]"
1647137346.8652048,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 864834348
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006799515802413225
    y: -0.006156755145639181
    z: 0.02086247131228447
  rotation: 
    x: 0.006035139423411557
    y: -0.009220888998377903
    z: 0.04726033739900477
    w: 0.9988218123404954]"
1647137346.8681972,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 867832404
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0068016741424798965
    y: -0.0061783879064023495
    z: 0.020877398550510406
  rotation: 
    x: 0.00598170649995521
    y: -0.00927854973746131
    z: 0.0471441257645721
    w: 0.9988270916970625]"
1647137346.874307,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 873933199
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.00679860170930624
    y: -0.006174910813570023
    z: 0.020881928503513336
  rotation: 
    x: 0.006038881997104735
    y: -0.009298279194638631
    z: 0.04709683855032153
    w: 0.9988287949928198]"
1647137346.8822958,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 881946985
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006798471324145794
    y: -0.006177636794745922
    z: 0.020885175094008446
  rotation: 
    x: 0.0060877275356689495
    y: -0.00923885149435066
    z: 0.04713637130527802
    w: 0.9988271851009501]"
1647137346.8876398,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 887243166
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006817825138568878
    y: -0.006195991300046444
    z: 0.020902477204799652
  rotation: 
    x: 0.005944025703186312
    y: -0.00924853235547241
    z: 0.04713441059319875
    w: 0.9988280535436224]"
1647137346.9033492,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 902946183
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0068045747466385365
    y: -0.006176115479320288
    z: 0.020891163498163223
  rotation: 
    x: 0.005951661985970927
    y: -0.009371989255075378
    z: 0.047137192619452935
    w: 0.9988267260185644]"
1647137346.9038455,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 903382354
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006814041640609503
    y: -0.006187757942825556
    z: 0.020893611013889313
  rotation: 
    x: 0.006001586687987598
    y: -0.009213952543884017
    z: 0.04716374453028315
    w: 0.9988266442369406]"
1647137346.9077036,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 907250580
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006802733056247234
    y: -0.006185939069837332
    z: 0.020896591246128082
  rotation: 
    x: 0.005958516637142279
    y: -0.009268897617876956
    z: 0.04714240150193539
    w: 0.9988274013046821]"
1647137346.9180562,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 917536077
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006799572147428989
    y: -0.006174732465296984
    z: 0.020871808752417564
  rotation: 
    x: 0.006050537287466467
    y: -0.00931254207400135
    z: 0.04712991375266794
    w: 0.9988270314665694]"
1647137346.9212544,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 920856308
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006803043186664581
    y: -0.006173891946673393
    z: 0.020877212285995483
  rotation: 
    x: 0.006088850555020677
    y: -0.009299366736360412
    z: 0.047117285437719744
    w: 0.9988275171871276]"
1647137346.927941,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 927284932
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006794861517846584
    y: -0.006171476095914841
    z: 0.020870620384812355
  rotation: 
    x: 0.006073395548370017
    y: -0.009303200724586696
    z: 0.04719235613435829
    w: 0.9988240314716497]"
1647137346.934878,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 934432353
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.0068009719252586365
    y: -0.006171167828142643
    z: 0.02087927609682083
  rotation: 
    x: 0.006036560861690639
    y: -0.00926235672181481
    z: 0.047211240032480825
    w: 0.9988237419562654]"
1647137346.9460046,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 945574309
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006802305579185486
    y: -0.006169910077005625
    z: 0.020889541134238243
  rotation: 
    x: 0.005963012104556843
    y: -0.009335352098669154
    z: 0.04716038326735024
    w: 0.9988259067214423]"
1647137346.948663,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 948251001
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006801326759159565
    y: -0.006176146678626537
    z: 0.020887022837996483
  rotation: 
    x: 0.0060048314015803995
    y: -0.009352302355622372
    z: 0.04717906653704771
    w: 0.998824615295989]"
1647137346.9545336,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 954059826
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006802972871810198
    y: -0.006172880530357361
    z: 0.020891524851322174
  rotation: 
    x: 0.0059966680779609
    y: -0.009320130311107833
    z: 0.04714454578655106
    w: 0.9988265950331552]"
1647137346.9640179,"[header: 
  seq: 0
  stamp: 
    secs: 1647137346
    nsecs: 963632113
  frame_id: ""world""
child_frame_id: ""cf7""
transform: 
  translation: 
    x: -0.006814482156187296
    y: -0.0061846328899264336
    z: 0.02089868113398552
  rotation: 
    x: 0.005920124868116574
    y: -0.009218366137938354
    z: 0.047212154966978614
    w: 0.9988248025908582]"
