,cmd_ts,cmd_xs,cmd_ys,cmd_zs
0,21.189601182937622,-5.318544116822019e-18,8.685064914347708e-18,0.5
1,21.210607290267944,-1.9213877511558368e-07,3.1254914698307263e-07,0.5
2,21.230390787124634,-2.5106003346872845e-06,4.069514646201042e-06,0.5
3,21.250880479812622,-1.1879088161823793e-05,1.9185919328293562e-05,0.5
4,21.270533084869385,-3.621902673260236e-05,5.828363352126998e-05,0.5
5,21.29061484336853,-8.588136897804105e-05,0.00013769097343695392,0.5
6,21.310698986053467,-0.0001745819733049098,0.0002788509089813811,0.5
7,21.330581665039062,-0.0003171402511769243,0.0005046295022468186,0.5
8,21.350767612457275,-0.0005329322288347004,0.0008447085794932257,0.5
9,21.370632886886597,-0.000839379769078912,0.0013252224838663158,0.5
10,21.390477418899536,-0.0012621107115180464,0.0019846429818159003,0.5
11,21.41036343574524,-0.0018218144754079328,0.0028530894663388023,0.5
12,21.43016481399536,-0.0025446629173134657,0.003968557876479697,0.5
13,21.450315237045288,-0.003455648503474544,0.005366470706053824,0.5
14,21.470210552215576,-0.004580512486877525,0.00708263304117472,0.5
15,21.490533590316772,-0.005956744640261925,0.009169798339673185,0.5
16,21.51077127456665,-0.007594636270385964,0.011638549875438407,0.5
17,21.53068995475769,-0.009538001576210584,0.014549198917095265,0.5
18,21.550779342651367,-0.011805633060969064,0.017923279915789493,0.5
19,21.570644855499268,-0.014436682898172837,0.02181155892012874,0.5
20,21.590510606765747,-0.01745210078027452,0.026236522876266658,0.5
21,21.61061978340149,-0.020876263425953452,0.031224640640435446,0.5
22,21.630862951278687,-0.02473137537460586,0.03679803241148448,0.5
23,21.650120735168457,-0.029060902540816055,0.043007976482615264,0.5
24,21.670977115631104,-0.03387948936462826,0.049862587074402526,0.5
25,21.690217971801758,-0.039190454226607316,0.057352966595080455,0.5
26,21.710219383239746,-0.04504885681602509,0.06554158420718177,0.5
27,21.730492115020752,-0.05144949373445424,0.07440442260844286,0.5
28,21.750240564346313,-0.058406519602845035,0.08394343857122788,0.5
29,21.77087140083313,-0.06596703642150349,0.09420347340415096,0.5
30,21.790637016296387,-0.07406033951972323,0.1050683741423426,0.5
31,21.810246229171753,-0.08277195368415645,0.1166313450597255,0.5
32,21.830642223358154,-0.09210971183710968,0.12887777365245273,0.5
33,21.85068368911743,-0.10202760757741376,0.14172174949818195,0.5
34,21.87045192718506,-0.11259123191170205,0.15522052023181204,0.5
35,21.89024543762207,-0.12365196222566878,0.16915690946098902,0.5
36,21.910356521606445,-0.13541823844079814,0.18376271819481246,0.5
37,21.930478811264038,-0.1477547590602518,0.19883488472061173,0.5
38,21.95068621635437,-0.1606577654315407,0.214335292005655,0.5
39,21.970298767089844,-0.174097440503538,0.23019312033875883,0.5
40,21.990570545196533,-0.18811282347052877,0.24641635187106298,0.5
41,22.010340929031372,-0.20262432529799954,0.26287313612353597,0.5
42,22.03071165084839,-0.21775449064740854,0.2796577412378009,0.5
43,22.050424575805664,-0.23312210612898426,0.2963089061855668,0.5
44,22.070454120635986,-0.24911545791004316,0.3132051497896026,0.5
45,22.090567111968994,-0.2654099037848337,0.32995518236381605,0.5
46,22.110369205474854,-0.2821724456214367,0.3466848834777084,0.5
47,22.13056230545044,-0.2992310764121231,0.36317311502225413,0.5
48,22.15084719657898,-0.31665984518559087,0.3794423012072104,0.5
49,22.17035174369812,-0.33428713363958995,0.3952839965610423,0.5
50,22.1903133392334,-0.3522344148519355,0.41075760572766795,0.5
51,22.210362434387207,-0.37033561350548905,0.4256688350197763,0.5
52,22.230202674865723,-0.38856769294512294,0.43995497577019715,0.5
53,22.250394344329834,-0.40691670500079546,0.453560461477383,0.5
54,22.270469665527344,-0.4253786898273123,0.466437371769883,0.5
55,22.290379524230957,-0.4438998344069968,0.4785037945415931,0.5
56,22.310933589935303,-0.4624121609155593,0.4896776036013321,0.5
57,22.330214977264404,-0.4809061713843435,0.4999188700481924,0.5
