,cmd_ts,cmd_xs,cmd_ys,cmd_zs
0,6.1263039112091064,-3.646435315112553e-18,5.95455294666678e-18,0.5
1,6.148350477218628,-1.8197628769092115e-07,2.9603356656423083e-07,0.5
2,6.16863751411438,-2.4906023503837857e-06,4.037159969453364e-06,0.5
3,6.188507556915283,-1.1863802972276305e-05,1.916130183224333e-05,0.5
4,6.208591938018799,-3.599955292359699e-05,5.793179186357069e-05,0.5
5,6.228365421295166,-8.539882748419908e-05,0.00013692102891179884,0.5
6,6.248417377471924,-0.0001736287954152909,0.0002773373148268092,0.5
7,6.268541574478149,-0.00031610787371233316,0.0005029981559556891,0.5
8,6.287868022918701,-0.0005308675802214729,0.0008414623992701088,0.5
9,6.308445692062378,-0.0008400679601037364,0.0013262989554019588,0.5
10,6.328067302703857,-0.0012592760451518087,0.0019802322239272432,0.5
11,6.348849296569824,-0.0018168786472960194,0.0028454506195495504,0.5
12,6.367950439453125,-0.0025386162422852366,0.003959251668677627,0.5
13,6.388925790786743,-0.003451140265908368,0.005359571786229805,0.5
14,6.409101486206055,-0.004578941333532178,0.007080242805895638,0.5
15,6.4283552169799805,-0.00594600688608753,0.009153561522873886,0.5
16,6.447807312011719,-0.007584434567887885,0.011623219614470189,0.5
17,6.468740463256836,-0.009530185314892005,0.014537529079968695,0.5
18,6.488475799560547,-0.01179354382160973,0.017905350487224782,0.5
19,6.508333206176758,-0.01442829245531839,0.021799201234074722,0.5
20,6.52848482131958,-0.01744650639390354,0.026228342379547114,0.5
21,6.5477354526519775,-0.020850632070578964,0.031187438520279408,0.5
22,6.5690858364105225,-0.024707057697786847,0.036763009362284625,0.5
23,6.588494539260864,-0.029040283808851066,0.042978519999521805,0.5
24,6.608574390411377,-0.03386367821641208,0.04984018854405734,0.5
25,6.6276469230651855,-0.0391500835379187,0.05729627452306858,0.5
26,6.648168563842773,-0.04501034693533628,0.06548800032047679,0.5
27,6.6684980392456055,-0.05138951368233648,0.07432176150635764,0.5
28,6.688634157180786,-0.05837724354850494,0.08390349674864332,0.5
29,6.708406448364258,-0.06594734308489603,0.09417688871474118,0.5
30,6.728532552719116,-0.07398788701744942,0.1049716395124947,0.5
31,6.748362302780151,-0.08275367549873745,0.11660722478463405,0.5
32,6.767847776412964,-0.0920274623369588,0.12877055964833517,0.5
33,6.78872275352478,-0.10200846046172778,0.14169711329100068,0.5
34,6.808115720748901,-0.1124880336213911,0.15508954367409566,0.5
35,6.828416347503662,-0.12366395736162983,0.16917191429812123,0.5
36,6.848493337631226,-0.13538525921467,0.18372209491973804,0.5
37,6.868386507034302,-0.14766471148186658,0.1987257625657672,0.5
38,6.889114141464233,-0.16059601351780295,0.21426175201479297,0.5
39,6.908319473266602,-0.17408286897442588,0.230176086197181,0.5
40,6.928042650222778,-0.1880277844117452,0.2463188880301601,0.5
41,6.947814702987671,-0.20249185123191416,0.2627244835516812,0.5
42,6.968466758728027,-0.2175690372769552,0.2794543419222135,0.5
43,6.988404035568237,-0.23305874931512321,0.2962410886370894,0.5
44,7.008302211761475,-0.2489775771162356,0.31306139882681083,0.5
45,7.028546571731567,-0.26537636162421674,0.32992119157510225,0.5
46,7.048981666564941,-0.2820851352185758,0.34659908577942394,0.5
47,7.067986011505127,-0.2991447473539945,0.3630910635268363,0.5
48,7.088414669036865,-0.3165114434487521,0.3793062869618479,0.5
49,7.108307123184204,-0.33422988397982784,0.3952335666112956,0.5
50,7.127746343612671,-0.3520985758760378,0.4106430342350734,0.5
51,7.148072004318237,-0.3702400508040313,0.4255919924565293,0.5
