,tf_ts,tf_xs,tf_ys,tf_zs
0,0.0,0.010569047182798386,0.011155099608004093,0.015141459181904793
1,0.0062596797943115234,0.010600346140563488,0.011249187402427197,0.015167278237640858
2,0.013291597366333008,0.010566887445747852,0.011105438694357872,0.015223908238112926
3,0.01940155029296875,0.010572352446615696,0.011105991899967194,0.015217061154544353
4,0.02573704719543457,0.010569138452410698,0.011098573915660381,0.015229001641273499
5,0.032716989517211914,0.010568126104772091,0.011157672852277756,0.015208222903311253
6,0.03936028480529785,0.01054336316883564,0.011161363683640957,0.01514205988496542
7,0.04607892036437988,0.010544070973992348,0.011110048741102219,0.015203205868601799
8,0.05243206024169922,0.010545538738369942,0.011095245368778706,0.015233760699629784
9,0.06001925468444824,0.010527724400162697,0.011139146983623505,0.015249093063175678
10,0.06592583656311035,0.010537177324295044,0.011139556765556335,0.015243387781083584
11,0.07282495498657227,0.010575201362371445,0.011109333485364914,0.015210621990263462
12,0.08010005950927734,0.010556238703429699,0.011100376024842262,0.015225403010845184
13,0.08588719367980957,0.010564346797764301,0.011094285175204277,0.015225745737552643
14,0.0926511287689209,0.010562079958617687,0.011091142892837524,0.01521832775324583
15,0.09942460060119629,0.010575193911790848,0.01113147009164095,0.015162610448896885
16,0.1059420108795166,0.010541634634137154,0.0111311050131917,0.015245635993778706
17,0.11284351348876953,0.010560698807239532,0.011103833094239235,0.01521382573992014
18,0.11940431594848633,0.010540591552853584,0.011144687421619892,0.015239901840686798
19,0.12593674659729004,0.010545322671532631,0.01110620517283678,0.015232749283313751
20,0.13301992416381836,0.01052113901823759,0.011151587590575218,0.015253284014761448
21,0.14002156257629395,0.010572457686066628,0.011166374199092388,0.015205084346234798
22,0.14576220512390137,0.01056809164583683,0.011168844066560268,0.015210455283522606
23,0.1523585319519043,0.010553150437772274,0.011129808612167835,0.01527667511254549
24,0.15921473503112793,0.010585309937596321,0.01111404038965702,0.015198892913758755
25,0.1658496856689453,0.010557850822806358,0.011089207604527473,0.015214228071272373
26,0.17287087440490723,0.010557407513260841,0.011086460202932358,0.01521625928580761
27,0.17940092086791992,0.010545744560658932,0.01113478560000658,0.01522570289671421
28,0.1857895851135254,0.01056885439902544,0.011136738583445549,0.015165825374424458
29,0.19231867790222168,0.010601580142974854,0.011189152486622334,0.015247805044054985
30,0.19945526123046875,0.010566843673586845,0.011092892847955227,0.015242673456668854
31,0.20572113990783691,0.010548356920480728,0.011157753877341747,0.015247517265379429
32,0.21266794204711914,0.010586612857878208,0.011130327358841896,0.015211889520287514
33,0.21912360191345215,0.010559631511569023,0.011111007072031498,0.015235872939229012
34,0.22588181495666504,0.010567808523774147,0.01109303068369627,0.015263888984918594
35,0.2329881191253662,0.010586046613752842,0.011119422502815723,0.01518347579985857
36,0.23926115036010742,0.010570801794528961,0.011182248592376709,0.01508899312466383
37,0.24617576599121094,0.010577982291579247,0.011101117357611656,0.015191541984677315
38,0.25246357917785645,0.010567932389676571,0.011143091134727001,0.015217036940157413
39,0.25932812690734863,0.010556883178651333,0.011082876473665237,0.01523248478770256
40,0.2660994529724121,0.01055198349058628,0.01109085138887167,0.015238323248922825
41,0.272841215133667,0.010559403337538242,0.011112475767731667,0.015223424881696701
42,0.2791292667388916,0.01056857593357563,0.011114337481558323,0.015232016332447529
43,0.28603196144104004,0.010563596151769161,0.011106329038739204,0.015238753519952297
44,0.29293084144592285,0.010553015395998955,0.011152309365570545,0.015250271186232567
45,0.299328088760376,0.010565917938947678,0.011100470088422298,0.015224700793623924
46,0.30577850341796875,0.010561000555753708,0.01109981071203947,0.015202288515865803
47,0.3124420642852783,0.010530060157179832,0.011137657798826694,0.01522146724164486
48,0.3189873695373535,0.010546454228460789,0.01109278667718172,0.015209726057946682
49,0.32559776306152344,0.010567637160420418,0.01116660051047802,0.01511030551046133
50,0.332216739654541,0.010571437887847424,0.011114914901554585,0.015201790258288383
51,0.33905506134033203,0.010533226653933525,0.011137325316667557,0.01523988414555788
52,0.3456392288208008,0.010548263788223267,0.011110521852970123,0.015240279957652092
53,0.3524494171142578,0.010555450804531574,0.011108971200883389,0.015241025015711784
54,0.3587379455566406,0.010564853437244892,0.011102166026830673,0.015229327604174614
55,0.36568331718444824,0.010542781092226505,0.01114522386342287,0.015255927108228207
56,0.37259602546691895,0.010597391985356808,0.011128932237625122,0.015204410068690777
57,0.37912416458129883,0.010552044957876205,0.011089622974395752,0.015220539644360542
58,0.3857407569885254,0.01056753471493721,0.011103280819952488,0.015201013535261154
59,0.3924880027770996,0.010559291578829288,0.011079438962042332,0.015233122743666172
60,0.39957308769226074,0.010538511909544468,0.011132374405860901,0.015233748592436314
61,0.40573883056640625,0.010531851090490818,0.011130710132420063,0.015234888531267643
62,0.41219067573547363,0.010550777427852154,0.011098245158791542,0.015229742974042892
63,0.4193387031555176,0.010557953268289566,0.011157739907503128,0.015224363654851913
64,0.4260590076446533,0.010559647344052792,0.011163776740431786,0.015229475684463978
65,0.43260860443115234,0.010573377832770348,0.011121672578155994,0.015214777551591396
66,0.43947815895080566,0.010532096028327942,0.011138870380818844,0.01525958999991417
67,0.44585609436035156,0.010539913550019264,0.011101411655545235,0.015228894539177418
68,0.4528813362121582,0.0105541767552495,0.01109195128083229,0.015231242403388023
69,0.4593026638031006,0.01053814496845007,0.011127675883471966,0.015243505127727985
70,0.4659590721130371,0.01054628100246191,0.011095641180872917,0.015219715423882008
71,0.472562313079834,0.010554521344602108,0.011108702048659325,0.015206702053546906
72,0.47904229164123535,0.010568356141448021,0.011143118143081665,0.015163315460085869
73,0.4859166145324707,0.010562561452388763,0.011140652932226658,0.015159276314079762
74,0.49278974533081055,0.010554533451795578,0.011093377135694027,0.01522792223840952
75,0.499345064163208,0.01056014932692051,0.01110817864537239,0.015206475742161274
76,0.5057051181793213,0.010546204634010792,0.011092198081314564,0.015231093391776085
77,0.5126659870147705,0.010574523359537125,0.011174475774168968,0.015126552432775497
78,0.5190975666046143,0.010583978146314621,0.011115913279354572,0.015193043276667595
79,0.5259137153625488,0.010556403547525406,0.0111492108553648,0.01522687915712595
80,0.5327348709106445,0.010570136830210686,0.011180547066032887,0.01509779505431652
81,0.5396866798400879,0.010600446723401546,0.011215655133128166,0.015280097723007202
82,0.5463125705718994,0.010542022995650768,0.011148246936500072,0.015224381349980831
83,0.5529389381408691,0.0105602340772748,0.011155257001519203,0.015151496045291424
84,0.5591003894805908,0.010559067130088806,0.011095917783677578,0.015228715725243092
85,0.565955638885498,0.010555380024015903,0.011094316840171814,0.015229523181915283
86,0.5726990699768066,0.010567703284323215,0.011149825528264046,0.015168058685958385
